Date,Meeting,Agenda Link,Minutes Link
2000-11-15,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11000477.pdf,http://boardarchives.metro.net/Minutes/2000/11000613.pdf
2000-11-30,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2000/agendas3-016.pdf
http://boardarchives.metro.net/Agendas/2001/11000600.pdf",http://boardarchives.metro.net/Minutes/2001/Minutes_2_003.pdf
2001-01-17,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11001401.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_002.pdf
2001-01-25,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2001/11001408.pdf
http://boardarchives.metro.net/Agendas/2001/11001409.pdf",http://boardarchives.metro.net/Minutes/2001/Minutes_2_001.pdf
2001-02-15,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11001455.pdf,
2001-02-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2001/11001501.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_004.pdf
2001-03-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2001/11001570.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_016.pdf
2001-04-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2001/11001819.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_006.pdf
2001-05-14,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11001859.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_007.pdf
2001-05-24,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2001/May%2024,%202001%20RBM.pdf",http://boardarchives.metro.net/Minutes/2001/Minutes_2_017.pdf
2001-06-12,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11002005.pdf,http://boardarchives.metro.net/Minutes/2001/minutes_2_003-4.pdf
2001-06-18,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11002008.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_005.pdf
2001-06-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2001/11000327.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_008.pdf
2001-07-11,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11000489.pdf,
2001-07-19,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11000636.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_009.pdf
2001-07-23,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/11000630.pdf,
2001-07-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2001/11000648.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_011.pdf
2001-08-15,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/agenda_2_013.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_015a.pdf
2001-08-23,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2001/August%2023,%202001%20RBM.pdf",http://boardarchives.metro.net/Minutes/2001/Minutes_2_015.pdf
2001-09-10,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/Other_2_001.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_014.pdf
2001-09-26,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2001/September%2026,%202001%20RBM.pdf",http://boardarchives.metro.net/Minutes/2001/Minutes_2_010.pdf
2001-10-25,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2001/October%2025,%202001%20RBM.pdf",http://boardarchives.metro.net/Minutes/2001/Minutes_2_012.pdf
2001-11-08,Special Board Meeting,http://boardarchives.metro.net/Agendas/2001/agenda_2_011.pdf,http://boardarchives.metro.net/Minutes/2001/Minutes_2_013.pdf
2001-11-29,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2001/November%2029,%202001%20RBM.pdf",http://boardarchives.metro.net/Minutes/2001/Minutes_015.pdf
2002-01-09,Special Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_034.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_008.pdf
2002-01-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_030.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_009.pdf
2002-02-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_034a.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_010.pdf
2002-03-28,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2002/Agenda_036.pdf
http://boardarchives.metro.net/Agendas/2002/Agenda_037.pdf",http://boardarchives.metro.net/Minutes/2002/Minutes_011.pdf
2002-04-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_042a.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_006.pdf
2002-05-13,Special Board Meeting,http://boardarchives.metro.net/Agendas/2002/agenda_May132002.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_007.pdf
2002-05-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_020.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_005.pdf
2002-06-12,Special Board Meeting,http://boardarchives.metro.net/Agendas/2002/Other_001.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_004.pdf
2002-06-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_014a.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_003.pdf
2002-07-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_010.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_001.pdf
2002-08-15,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2002/Agenda_024.pdf
http://boardarchives.metro.net/Agendas/2002/Agenda_025.pdf",http://boardarchives.metro.net/Minutes/2002/Minutes_002.pdf
2002-09-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_005a.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_012.pdf
2002-09-26,Special Board Meeting,http://boardarchives.metro.net/Agendas/2002/agenda_006.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_013.pdf
2002-10-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_026.pdf,http://boardarchives.metro.net/Minutes/2002/Minutes_014.pdf
2002-12-12,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2002/Agenda_002.pdf,http://boardarchives.metro.net/Minutes/2003/11007403.pdf
2003-01-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2003/11007400.pdf,http://boardarchives.metro.net/Minutes/2003/11007447.pdf
2003-02-05,Special Board Meeting,,http://boardarchives.metro.net/Minutes/2003/11007449.pdf
2003-02-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2003/11007436.pdf,http://boardarchives.metro.net/Minutes/2003/11007547.pdf
2003-03-05,Special Board Meeting,http://boardarchives.metro.net/Agendas/2003/11007544.pdf,http://boardarchives.metro.net/Minutes/2003/11007548.pdf
2003-03-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2003/11007147.pdf,http://boardarchives.metro.net/Minutes/2003/11007393.pdf
2003-04-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2003/11007499.pdf,http://boardarchives.metro.net/Minutes/2003/11007149.pdf
2003-05-12,Special Board Meeting,,http://boardarchives.metro.net/Minutes/2003/11007910.pdf
2003-05-22,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2003/11007108.pdf
http://boardarchives.metro.net/Agendas/2003/11007109.pdf",http://boardarchives.metro.net/Minutes/2003/11007976.pdf
2003-06-26,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2003/11007152.pdf
http://boardarchives.metro.net/Agendas/2003/11007154.pdf",http://boardarchives.metro.net/Minutes/2003/11008126.pdf
2003-07-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2003/11008128.pdf,http://boardarchives.metro.net/Minutes/2003/11008160.pdf
2003-08-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2003/11008040.pdf,http://boardarchives.metro.net/Minutes/2004/20030828MinRBM.pdf
2003-09-25,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2003/09_September/rbm/agenda.htm
http://boardarchives.metro.net/Agendas/2003/09_September/rbm/agenda.pdf",http://boardarchives.metro.net/Minutes/2004/20030925MinRBM.pdf
2003-09-25,Special Board Meeting,"http://boardarchives.metro.net/Agendas/2003/09_September/sbm/agenda.htm
http://boardarchives.metro.net/Agendas/2003/09_September/sbm/agenda.pdf",http://boardarchives.metro.net/Minutes/2004/20030925MinSBM.pdf
2003-10-15,Special Board Meeting,"http://boardarchives.metro.net/Agendas/2003/10_October/20031016ASB.pdf
http://boardarchives.metro.net/Agendas/2003/10_October/20031023SBM.pdf
http://boardarchives.metro.net/Agendas/2003/10_October/20031027SBM.pdf",http://boardarchives.metro.net/Minutes/2004/20031015MinSBM.pdf
2003-11-07,Special Board Meeting,http://boardarchives.metro.net/Agendas/2003/11_November/sbm/20031110SCSBM.pdf,
2003-12-04,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2003/12_December/20031204ARBM.pdf
http://boardarchives.metro.net/Agendas/2003/12_December/20031204ASBM.pdf",http://boardarchives.metro.net/Minutes/2004/20031204MinRBM.pdf
2003-12-18,Special Board Meeting,http://boardarchives.metro.net/Agendas/2003/12_December/20031218ASBM.pdf,
2004-01-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/01_January/Regular%20Board%20Agenda%20January%202004.pdf,http://boardarchives.metro.net/Minutes/2004/01_January/20040122minRBM.pdf
2004-02-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/02_February/20040226ARBM.pdf,http://boardarchives.metro.net/Minutes/2004/02_February/20040226MinRBM.pdf
2004-03-01,Special Board Meeting,http://boardarchives.metro.net/Agendas/2004/03_March/20040301SBM.pdf,http://boardarchives.metro.net/Minutes/2004/03_March/20040301MinSBM.pdf
2004-03-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/03_March/20040325ARBM.pdf,http://boardarchives.metro.net/Minutes/2004/03_March/20040325MinRBM.pdf
2004-04-12,Special Board Meeting,http://boardarchives.metro.net/Agendas/2004/04_April/20040412ASBM.pdf,http://boardarchives.metro.net/Minutes/2004/04_April/20040412MinSBM.pdf
2004-04-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/04_April/20040422ARBM.pdf,http://boardarchives.metro.net/Minutes/2004/04_April/20040422MinRBM.pdf
2004-05-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/05_May/20040527ARBMs.pdf,http://boardarchives.metro.net/Minutes/2004/05_May/20040527Item2RBMs.pdf
2004-06-07,Special Board Meeting,http://boardarchives.metro.net/Agendas/2004/06_June/20040607SBM.pdf,http://boardarchives.metro.net/Minutes/2004/06_June/20040607Item2SBMs.pdf
2004-06-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/06_June/20040624ARBMs.pdf,http://boardarchives.metro.net/Minutes/2004/06_June/20040624MinMTA.pdf
2004-07-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/07_July/20040722ARBM.pdf,http://boardarchives.metro.net/Minutes/2004/07_July/20040722Item2RBM.pdf
2004-08-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/08_August/200408RBM.pdf,http://boardarchives.metro.net/Minutes/2004/08_August/20040826Item2RBM.pdf
2004-09-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/09_September/20040923ARBM.pdf,http://boardarchives.metro.net/Minutes/2004/09_September/20040923Item2RBM.pdf
2004-10-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/10_October/20041028ARBM.pdf,http://boardarchives.metro.net/Minutes/2004/10_October/20041213Item2.pdf
2004-12-13,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2004/12_December/20041213ARBM.pdf,http://boardarchives.metro.net/Minutes/2004/12_December/20050127Item2RBM.pdf
2005-01-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/01_January/20050127%20ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/01_January/20050224Item2RBM.pdf
2005-02-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/02_February/20050224ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/02_February/20050324Item2.pdf
2005-03-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/03_March/20050324ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/03_March/20050428Item2RBM.pdf
2005-04-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/04_April/20050428ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/04_April/20050526Item2Minutes.pdf
2005-05-09,Special Board Meeting,http://boardarchives.metro.net/Agendas/2005/05_May/20050509ASPLBD.pdf,http://boardarchives.metro.net/Minutes/2005/05_May/20050623Item2SBM.pdf
2005-05-25,Special Board Meeting,http://boardarchives.metro.net/Agendas/2005/05_May/20050526ASBM.pdf,http://boardarchives.metro.net/Minutes/2005/05_May/20050623Item2SBMBOD.pdf
2005-05-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/05_May/20050526ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/05_May/20050623Item2RBMBOD.pdf
2005-06-23,Regular Board Meeting,"http://boardarchives.metro.net/Agendas/2005/06_June/JUNE%2023,%202005%20REGULAR%20BOARD%20AGENDA.pdf",http://boardarchives.metro.net/Minutes/2005/06-June/20050728RBItem2.pdf
2005-07-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/07_July/20050728ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/07_July/20050825Item2RBM.pdf
2005-08-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/08_August/20050825ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/08_August/20050929MinMTA.pdf
2005-09-22,Special Board Meeting,http://boardarchives.metro.net/Agendas/2005/09_September/20050922ASBM.pdf,http://boardarchives.metro.net/Minutes/2005/09_September/20050929Min2MTA.pdf
2005-09-29,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/09_September/20050929ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/09_September/20051027Item%202RBM.pdf
2005-10-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/10_October/20051027ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/10_October/20051215Item2MinMTA.pdf
2005-12-15,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2005/12_December/20051215ARBM.pdf,http://boardarchives.metro.net/Minutes/2005/11-12_Nov-Dec/20060126Item2RBM.pdf
2006-01-26,Regular Board Meeting,,http://boardarchives.metro.net/Minutes/2006/01_January/20060226Item2RBM.pdf
2006-01-26,Special Board Meeting,,http://boardarchives.metro.net/Minutes/2006/01_January/20060226Item2SBM.pdf
2006-02-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/02_February/20060223ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/02_February/20060323Item2RBM.pdf
2006-03-13,Special Board Meeting,,http://boardarchives.metro.net/Minutes/2006/03_March/20060323Item2SBM.pdf
2006-03-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/03_March/20060323ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/03_March/20060503RBMitem2.pdf
2006-05-03,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/05_May/200605003ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/05_May/20060503RBMItem2.pdf
2006-05-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/05_May/20060525ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/05_May/20060525RBMItem2_0525.pdf
2006-06-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/06_June/20060622ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/06_June/20060727RBMItem2_0622.pdf
2006-06-29,Special Board Meeting,http://boardarchives.metro.net/Agendas/2006/06_June/20060629ASPLM.pdf,http://boardarchives.metro.net/Minutes/2006/06_June/20060727RBMItem2SPL_0629.pdf
2006-07-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/07_July/20060727ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/07_July/20060824RBMItem2.pdf
2006-08-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/08_August/20060824ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/08_August/20060928RBMItem2.pdf
2006-09-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/09_September/20060928ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/09_September/20060928RBMItem2.pdf
2006-10-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/10_October/20061026ARB.pdf,http://boardarchives.metro.net/Minutes/2006/10_October/20061207RBMItem2.pdf
2006-12-06,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2006/12_December/20061207ARBM.pdf,http://boardarchives.metro.net/Minutes/2006/11-12_Nov-Dec/20070125RBMItem2.pdf
2007-01-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/01_January/20070125ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/01_January/20070222RBMItem2.pdf
2007-01-29,Special Board Meeting,http://boardarchives.metro.net/Agendas/2007/01_January/20070129ASBM.pdf,http://boardarchives.metro.net/Minutes/2007/02_February/20070322RBMItem2SPL.pdf
2007-02-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/02_February/20070222ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/02_February/20070322RBMItem2.pdf
2007-03-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/03_March/20070322ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/03_March/20070430RBMItem2.pdf
2007-04-30,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/04_April/20070430ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/04_April/20070628RBMItem2.pdf
2007-05-24,Special Board Meeting,http://boardarchives.metro.net/Agendas/2007/05_May/20070524ASBM.pdf,http://boardarchives.metro.net/Minutes/2007/05_May/20070628RBMItem2SPL.pdf
2007-06-13,Special Board Meeting,http://boardarchives.metro.net/Agendas/2007/06_June/20070620ASBM.pdf,http://boardarchives.metro.net/Minutes/2007/06_June/20071025RBMItem2a.pdf
2007-06-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/06_June/20070628ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/06_June/20070726RBMItem2.pdf
2007-07-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/07_July/20070726ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/07_July/20070927Item2A-Jul.pdf
2007-08-16,Special Board Meeting,http://boardarchives.metro.net/Agendas/2007/08_August/20070816ASBM.pdf,http://boardarchives.metro.net/Minutes/2007/08_August/20070927Item2B-Aug.pdf
2007-09-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/09_September/20070927ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/09_September/20071025RBMItem2b.pdf
2007-10-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/10_October/20071025ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/10_October/20071129RBMItem2.pdf
2007-11-29,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2007/11_November/20071129ARBM.pdf,http://boardarchives.metro.net/Minutes/2007/11_November/20080124RBMItem2.pdf
2008-01-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/01_January/20080124ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/01_January/20080228RBMItem2.pdf
2008-02-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/02_February/20080228ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/02_February/20080327RBMItem2.pdf
2008-03-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/03_March/20080327ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/03_March/20080427RBMItem2.pdf
2008-04-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/04_April/20080424ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/04_April/20080522RBMItem2.pdf
2008-05-05,Special Board Meeting,http://boardarchives.metro.net/Agendas/2008/05_May/20080505ASBM.pdf,http://boardarchives.metro.net/Minutes/2008/05_May/20080522SBMItem2.pdf
2008-05-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/05_May/20080522ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/05_May/20080626RBMItem2.pdf
2008-06-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/06_June/20080626ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/06_June/20080724RBMItem2.pdf
2008-07-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/07_July/20080724ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/07_July/20080925RBMItem2.pdf
2008-09-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/09_September/20080925ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/09_September/20081023RBMItem2.pdf
2008-10-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/10_October/20081023ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/10_October/20081204RBMItem2.pdf
2008-12-04,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2008/11-12_Nov-Dec/20081204ARBM.pdf,http://boardarchives.metro.net/Minutes/2008/11-12_Nov-Dec/20090122RBMItem2.pdf
2009-01-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/01_January/20090122ARBM.pdf,http://boardarchives.metro.net/Minutes/2009/01_January/20090226RBMItem2.pdf
2009-02-25,Special Board Meeting,http://boardarchives.metro.net/Agendas/2009/02_February/20090225ASBM.pdf,http://boardarchives.metro.net/Minutes/2009/02_February/20090326RBMItem2a.pdf
2009-02-26,Special Board Meeting,http://boardarchives.metro.net/Agendas/2009/02_February/20090226ASBM.pdf,http://boardarchives.metro.net/Minutes/2009/02_February/20090326RBMItem2b.pdf
2009-02-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/02_February/20090226ARBM.pdf,http://boardarchives.metro.net/Minutes/2009/02_February/20090326RBMItem2dCorrected.pdf
2009-03-09,Special Board Meeting,http://boardarchives.metro.net/Agendas/2009/03_March/20090305ASBM.pdf,http://boardarchives.metro.net/Minutes/2009/02_February/20090326RBMItem2c.pdf
2009-03-26,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/03_March/20090326ARBM.pdf,http://boardarchives.metro.net/Minutes/2009/03_March/20090423RBMItem2.pdf
2009-04-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/04_April/20090423ARBM.pdf,http://boardarchives.metro.net/Minutes/2009/04_April/20090528RBMItem2A.pdf
2009-05-14,Special Board Meeting,http://boardarchives.metro.net/Agendas/2009/05_May/20090514ASBM.pdf,http://boardarchives.metro.net/Minutes/2009/05_May/20090625RBMItem2B.pdf
2009-05-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/05_May/20090528ARBM.pdf,http://boardarchives.metro.net/Minutes/2009/05_May/20090625RBMItem2A.pdf
2009-06-11,Special Board Meeting,,http://boardarchives.metro.net/Minutes/2009/06_June/20090611SBMItem2B.pdf
2009-06-25,Regular Board Meeting,,http://boardarchives.metro.net/Minutes/2009/06_June/20090723RBMItem2.pdf
2009-07-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/07_July/20090723ARBMRevised.pdf,http://boardarchives.metro.net/Minutes/2009/07_July/20090924RBMItem2.pdf
2009-09-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/09_September/20090924ARBMRevised.pdf,http://boardarchives.metro.net/Minutes/2009/09_September/20091022RBMItem2.pdf
2009-10-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/10_October/20091022ARBM.pdf,http://boardarchives.metro.net/Minutes/2009/10_October/20091210RBMItem2.pdf
2009-12-10,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2009/11_12_Nov_Dec/20091210ARBM.pdf,http://boardarchives.metro.net/Minutes/2009/11_12_Nov_Dec/20100128RBMItem2.pdf
2010-01-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2010/01_January/20100128ARBM.pdf,http://boardarchives.metro.net/Minutes/2010/01_January/20100225RBMItem2A.pdf
2010-02-01,Special Board Meeting,http://boardarchives.metro.net/Agendas/2010/02_February/20100201ASBM.pdf,http://boardarchives.metro.net/Minutes/2010/02_February/20100225RBMItem2b.pdf
2010-02-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2010/02_February/20100225ARBM.pdf,http://boardarchives.metro.net/Minutes/2010/02_February/20100325RBMItem2.pdf
2010-03-25,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2010/03_March/20100325ARBM.pdf,http://boardarchives.metro.net/Minutes/2010/03_March/20100325RBMItem2.pdf
2010-04-22,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2010/04_April/20100422ARBMRevised.pdf,http://boardarchives.metro.net/Minutes/2010/04_April/20100527RBMItem2A.pdf
2010-05-08,Special Board Meeting,http://boardarchives.metro.net/Agendas/2010/05_May/20100508ASBM.pdf,http://boardarchives.metro.net/Minutes/2010/04_April/20100527RBMItem2B.pdf
2010-05-19,Special Board Meeting,http://boardarchives.metro.net/Agendas/2010/05_May/20100519ASBM.pdf,http://boardarchives.metro.net/Minutes/2010/04_April/20100527RBMItem2C.pdf
2010-05-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2010/05_May/20100527ARBM.pdf,http://boardarchives.metro.net/Minutes/2010/05_May/20100624RBMItem2.pdf
2010-06-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2010/06_June/20100624ARBM.pdf,http://boardarchives.metro.net/Minutes/2010/06_June/20100722RBMItem1A.pdf
2010-06-24,Special Board Meeting,http://boardarchives.metro.net/Agendas/2010/06_June/20100624ASBM.pdf,http://boardarchives.metro.net/Minutes/2010/06_June/20100722RBMItem1B.pdf
2010-07-22,Regular Board Meeting,,http://boardarchives.metro.net/Minutes/2010/07_July/20100923RBMItem1A.pdf
2010-09-08,Special Board Meeting,,http://boardarchives.metro.net/Minutes/2010/09_September/20100923RBMItem1B.pdf
2010-09-13,Special Board Meeting,,http://boardarchives.metro.net/Minutes/2010/09_September/20100923RBMItem1C.pdf
2010-09-23,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2010/09_September/20100923ARBM.pdf,http://boardarchives.metro.net/Minutes/2010/09_September/minutes_20100923rbm.pdf
2010-10-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2010/10_October/20101028ARBM.pdf,http://boardarchives.metro.net/Minutes/2010/10_October/minutes_20101028rbm.pdf
2010-12-09,Regular Board Meeting,,http://boardarchives.metro.net/Minutes/2010/11_12_%20Nov_Dec/minutes_20101209rbm.pdf
2011-01-27,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2011/01_January/20110127ARBM.pdf,http://boardarchives.metro.net/Minutes/2011/02_February/20110224RBMItem1.pdf
2011-02-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2011/02_February/20110224ARBM.pdf,http://boardarchives.metro.net/Minutes/2011/02_February/20110324RBMItem2.pdf
2011-03-24,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2011/03_March/20110324ARBM.pdf,http://boardarchives.metro.net/Minutes/2011/03_March/20110428RBMItem1.pdf
2011-04-28,Regular Board Meeting,http://boardarchives.metro.net/Agendas/2011/04_April/20110428ARBM.pdf,http://boardarchives.metro.net/Minutes/2011/04_April/minutes_20110428rbm.pdf
